doc_key,level,scope,feature_name,z_plan,output_path,evidence_gathered,generated,self_check_passed,reviewed,batch_id,run_date,notes
business_rules::custfile-jcl,2,feature:CUSTFILE.jcl,CUSTFILE.jcl,z-module,L2-business-documentation/business-rules/custfile-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::dalyrejs-jcl,2,feature:DALYREJS.jcl,DALYREJS.jcl,z-module,L2-business-documentation/business-rules/dalyrejs-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::dbpautp0-jcl,2,feature:DBPAUTP0.jcl,DBPAUTP0.jcl,z-module,L2-business-documentation/business-rules/dbpautp0-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::defcust-jcl,2,feature:DEFCUST.jcl,DEFCUST.jcl,z-module,L2-business-documentation/business-rules/defcust-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::defgdgb-jcl,2,feature:DEFGDGB.jcl,DEFGDGB.jcl,z-module,L2-business-documentation/business-rules/defgdgb-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::defgdgd-jcl,2,feature:DEFGDGD.jcl,DEFGDGD.jcl,z-module,L2-business-documentation/business-rules/defgdgd-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::discgrp-jcl,2,feature:DISCGRP.jcl,DISCGRP.jcl,z-module,L2-business-documentation/business-rules/discgrp-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::dusrsecj-jcl,2,feature:DUSRSECJ.jcl,DUSRSECJ.jcl,z-module,L2-business-documentation/business-rules/dusrsecj-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::esdsrrds-jcl,2,feature:ESDSRRDS.jcl,ESDSRRDS.jcl,z-module,L2-business-documentation/business-rules/esdsrrds-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::ftpjcl-jcl,2,feature:FTPJCL.JCL,FTPJCL.JCL,z-module,L2-business-documentation/business-rules/ftpjcl-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::imsmqcmp-jcl,2,feature:IMSMQCMP.jcl,IMSMQCMP.jcl,z-module,L2-business-documentation/business-rules/imsmqcmp-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::intcalc-jcl,2,feature:INTCALC.jcl,INTCALC.jcl,z-module,L2-business-documentation/business-rules/intcalc-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
business_rules::intrdrj1-jcl,2,feature:INTRDRJ1.JCL,INTRDRJ1.JCL,z-module,L2-business-documentation/business-rules/intrdrj1-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::intrdrj2-jcl,2,feature:INTRDRJ2.JCL,INTRDRJ2.JCL,z-module,L2-business-documentation/business-rules/intrdrj2-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::listcat-jcl,2,feature:LISTCAT.jcl,LISTCAT.jcl,z-module,L2-business-documentation/business-rules/listcat-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::loadpadb-jcl,2,feature:LOADPADB.JCL,LOADPADB.JCL,z-module,L2-business-documentation/business-rules/loadpadb-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::mnttrdb2-jcl,2,feature:MNTTRDB2.jcl,MNTTRDB2.jcl,z-module,L2-business-documentation/business-rules/mnttrdb2-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::openfil-jcl,2,feature:OPENFIL.jcl,OPENFIL.jcl,z-module,L2-business-documentation/business-rules/openfil-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::posttran-jcl,2,feature:POSTTRAN.jcl,POSTTRAN.jcl,z-module,L2-business-documentation/business-rules/posttran-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
business_rules::prtcatbl-jcl,2,feature:PRTCATBL.jcl,PRTCATBL.jcl,z-module,L2-business-documentation/business-rules/prtcatbl-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::racfcmds-jcl,2,feature:RACFCMDS.jcl,RACFCMDS.jcl,z-module,L2-business-documentation/business-rules/racfcmds-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::readacct-jcl,2,feature:READACCT.jcl,READACCT.jcl,z-module,L2-business-documentation/business-rules/readacct-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
business_rules::readcard-jcl,2,feature:READCARD.jcl,READCARD.jcl,z-module,L2-business-documentation/business-rules/readcard-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
business_rules::readcust-jcl,2,feature:READCUST.jcl,READCUST.jcl,z-module,L2-business-documentation/business-rules/readcust-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
business_rules::readxref-jcl,2,feature:READXREF.jcl,READXREF.jcl,z-module,L2-business-documentation/business-rules/readxref-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
business_rules::reproc-prc,2,feature:REPROC.prc,REPROC.prc,z-module,L2-business-documentation/business-rules/reproc-prc.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::reprtest-jcl,2,feature:REPRTEST.jcl,REPRTEST.jcl,z-module,L2-business-documentation/business-rules/reprtest-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::reptfile-jcl,2,feature:REPTFILE.jcl,REPTFILE.jcl,z-module,L2-business-documentation/business-rules/reptfile-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::sorttest-jcl,2,feature:SORTTEST.jcl,SORTTEST.jcl,z-module,L2-business-documentation/business-rules/sorttest-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::synpays,2,feature:SYNPAYS,SYNPAYS,z-module,L2-business-documentation/business-rules/synpays.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::tcatbalf-jcl,2,feature:TCATBALF.jcl,TCATBALF.jcl,z-module,L2-business-documentation/business-rules/tcatbalf-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::tranbkp-jcl,2,feature:TRANBKP.jcl,TRANBKP.jcl,z-module,L2-business-documentation/business-rules/tranbkp-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::trancatg-jcl,2,feature:TRANCATG.jcl,TRANCATG.jcl,z-module,L2-business-documentation/business-rules/trancatg-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::tranextr-jcl,2,feature:TRANEXTR.jcl,TRANEXTR.jcl,z-module,L2-business-documentation/business-rules/tranextr-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::tranfile-jcl,2,feature:TRANFILE.jcl,TRANFILE.jcl,z-module,L2-business-documentation/business-rules/tranfile-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::tranidx-jcl,2,feature:TRANIDX.jcl,TRANIDX.jcl,z-module,L2-business-documentation/business-rules/tranidx-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::tranrept-jcl,2,feature:TRANREPT.jcl,TRANREPT.jcl,z-module,L2-business-documentation/business-rules/tranrept-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
business_rules::tranrept-prc,2,feature:TRANREPT.prc,TRANREPT.prc,z-module,L2-business-documentation/business-rules/tranrept-prc.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
business_rules::trantype-jcl,2,feature:TRANTYPE.jcl,TRANTYPE.jcl,z-module,L2-business-documentation/business-rules/trantype-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::txt2pdf1-jcl,2,feature:TXT2PDF1.JCL,TXT2PDF1.JCL,z-module,L2-business-documentation/business-rules/txt2pdf1-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::ungrouped-programs,2,feature:Ungrouped Programs,Ungrouped Programs,z-module,L2-business-documentation/business-rules/ungrouped-programs.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 5 unavailable, family B-bold"
business_rules::unldgsam-jcl,2,feature:UNLDGSAM.JCL,UNLDGSAM.JCL,z-module,L2-business-documentation/business-rules/unldgsam-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::unldpadb-jcl,2,feature:UNLDPADB.JCL,UNLDPADB.JCL,z-module,L2-business-documentation/business-rules/unldpadb-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::waitstep-jcl,2,feature:WAITSTEP.jcl,WAITSTEP.jcl,z-module,L2-business-documentation/business-rules/waitstep-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
business_rules::xreffile-jcl,2,feature:XREFFILE.jcl,XREFFILE.jcl,z-module,L2-business-documentation/business-rules/xreffile-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"0 grounded, 6 unavailable, family B-bold"
feature_catalog::acctfile-jcl,2,feature:ACCTFILE.jcl,ACCTFILE.jcl,z-business,L2-business-documentation/feature-catalog/acctfile-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::batcmp-jcl,2,feature:BATCMP.jcl,BATCMP.jcl,z-business,L2-business-documentation/feature-catalog/batcmp-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::bldcidb2-prc,2,feature:BLDCIDB2.prc,BLDCIDB2.prc,z-business,L2-business-documentation/feature-catalog/bldcidb2-prc.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::bmscmp-jcl,2,feature:BMSCMP.jcl,BMSCMP.jcl,z-business,L2-business-documentation/feature-catalog/bmscmp-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::buildbat-prc,2,feature:BUILDBAT.prc,BUILDBAT.prc,z-business,L2-business-documentation/feature-catalog/buildbat-prc.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::buildbms-prc,2,feature:BUILDBMS.prc,BUILDBMS.prc,z-business,L2-business-documentation/feature-catalog/buildbms-prc.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::buildonl-prc,2,feature:BUILDONL.prc,BUILDONL.prc,z-business,L2-business-documentation/feature-catalog/buildonl-prc.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cardfile-jcl,2,feature:CARDFILE.jcl,CARDFILE.jcl,z-business,L2-business-documentation/feature-catalog/cardfile-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cbadmcdj-jcl,2,feature:CBADMCDJ.jcl,CBADMCDJ.jcl,z-business,L2-business-documentation/feature-catalog/cbadmcdj-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cbexport-jcl,2,feature:CBEXPORT.jcl,CBEXPORT.jcl,z-business,L2-business-documentation/feature-catalog/cbexport-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cbimport-jcl,2,feature:CBIMPORT.jcl,CBIMPORT.jcl,z-business,L2-business-documentation/feature-catalog/cbimport-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cbpaup0j-jcl,2,feature:CBPAUP0J.jcl,CBPAUP0J.jcl,z-business,L2-business-documentation/feature-catalog/cbpaup0j-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::ciccmp-jcl,2,feature:CICCMP.jcl,CICCMP.jcl,z-business,L2-business-documentation/feature-catalog/ciccmp-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cicdbcmp-jcl,2,feature:CICDBCMP.jcl,CICDBCMP.jcl,z-business,L2-business-documentation/feature-catalog/cicdbcmp-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::closefil-jcl,2,feature:CLOSEFIL.jcl,CLOSEFIL.jcl,z-business,L2-business-documentation/feature-catalog/closefil-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::coactup,2,feature:COACTUP,COACTUP,z-business,L2-business-documentation/feature-catalog/coactup.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::coactvw,2,feature:COACTVW,COACTVW,z-business,L2-business-documentation/feature-catalog/coactvw.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::coadm01,2,feature:COADM01,COADM01,z-business,L2-business-documentation/feature-catalog/coadm01.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cobil00,2,feature:COBIL00,COBIL00,z-business,L2-business-documentation/feature-catalog/cobil00.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cocrdli,2,feature:COCRDLI,COCRDLI,z-business,L2-business-documentation/feature-catalog/cocrdli.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cocrdsl,2,feature:COCRDSL,COCRDSL,z-business,L2-business-documentation/feature-catalog/cocrdsl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cocrdup,2,feature:COCRDUP,COCRDUP,z-business,L2-business-documentation/feature-catalog/cocrdup.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::combtran-jcl,2,feature:COMBTRAN.jcl,COMBTRAN.jcl,z-business,L2-business-documentation/feature-catalog/combtran-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::comen01,2,feature:COMEN01,COMEN01,z-business,L2-business-documentation/feature-catalog/comen01.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::copau00,2,feature:COPAU00,COPAU00,z-business,L2-business-documentation/feature-catalog/copau00.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::copau01,2,feature:COPAU01,COPAU01,z-business,L2-business-documentation/feature-catalog/copau01.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::corpt00,2,feature:CORPT00,CORPT00,z-business,L2-business-documentation/feature-catalog/corpt00.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cosgn00,2,feature:COSGN00,COSGN00,z-business,L2-business-documentation/feature-catalog/cosgn00.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cotrn00,2,feature:COTRN00,COTRN00,z-business,L2-business-documentation/feature-catalog/cotrn00.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cotrn01,2,feature:COTRN01,COTRN01,z-business,L2-business-documentation/feature-catalog/cotrn01.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cotrn02,2,feature:COTRN02,COTRN02,z-business,L2-business-documentation/feature-catalog/cotrn02.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cotrtli,2,feature:COTRTLI,COTRTLI,z-business,L2-business-documentation/feature-catalog/cotrtli.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cotrtup,2,feature:COTRTUP,COTRTUP,z-business,L2-business-documentation/feature-catalog/cotrtup.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cousr00,2,feature:COUSR00,COUSR00,z-business,L2-business-documentation/feature-catalog/cousr00.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cousr01,2,feature:COUSR01,COUSR01,z-business,L2-business-documentation/feature-catalog/cousr01.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cousr02,2,feature:COUSR02,COUSR02,z-business,L2-business-documentation/feature-catalog/cousr02.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::cousr03,2,feature:COUSR03,COUSR03,z-business,L2-business-documentation/feature-catalog/cousr03.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::creadb21-jcl,2,feature:CREADB21.jcl,CREADB21.jcl,z-business,L2-business-documentation/feature-catalog/creadb21-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::creastmt-jcl,2,feature:CREASTMT.JCL,CREASTMT.JCL,z-business,L2-business-documentation/feature-catalog/creastmt-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::custfile-jcl,2,feature:CUSTFILE.jcl,CUSTFILE.jcl,z-business,L2-business-documentation/feature-catalog/custfile-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::dalyrejs-jcl,2,feature:DALYREJS.jcl,DALYREJS.jcl,z-business,L2-business-documentation/feature-catalog/dalyrejs-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::dbpautp0-jcl,2,feature:DBPAUTP0.jcl,DBPAUTP0.jcl,z-business,L2-business-documentation/feature-catalog/dbpautp0-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::defcust-jcl,2,feature:DEFCUST.jcl,DEFCUST.jcl,z-business,L2-business-documentation/feature-catalog/defcust-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::defgdgb-jcl,2,feature:DEFGDGB.jcl,DEFGDGB.jcl,z-business,L2-business-documentation/feature-catalog/defgdgb-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::defgdgd-jcl,2,feature:DEFGDGD.jcl,DEFGDGD.jcl,z-business,L2-business-documentation/feature-catalog/defgdgd-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::discgrp-jcl,2,feature:DISCGRP.jcl,DISCGRP.jcl,z-business,L2-business-documentation/feature-catalog/discgrp-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::dusrsecj-jcl,2,feature:DUSRSECJ.jcl,DUSRSECJ.jcl,z-business,L2-business-documentation/feature-catalog/dusrsecj-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::esdsrrds-jcl,2,feature:ESDSRRDS.jcl,ESDSRRDS.jcl,z-business,L2-business-documentation/feature-catalog/esdsrrds-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::ftpjcl-jcl,2,feature:FTPJCL.JCL,FTPJCL.JCL,z-business,L2-business-documentation/feature-catalog/ftpjcl-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::imsmqcmp-jcl,2,feature:IMSMQCMP.jcl,IMSMQCMP.jcl,z-business,L2-business-documentation/feature-catalog/imsmqcmp-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::intcalc-jcl,2,feature:INTCALC.jcl,INTCALC.jcl,z-business,L2-business-documentation/feature-catalog/intcalc-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::intrdrj1-jcl,2,feature:INTRDRJ1.JCL,INTRDRJ1.JCL,z-business,L2-business-documentation/feature-catalog/intrdrj1-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::intrdrj2-jcl,2,feature:INTRDRJ2.JCL,INTRDRJ2.JCL,z-business,L2-business-documentation/feature-catalog/intrdrj2-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::listcat-jcl,2,feature:LISTCAT.jcl,LISTCAT.jcl,z-business,L2-business-documentation/feature-catalog/listcat-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::loadpadb-jcl,2,feature:LOADPADB.JCL,LOADPADB.JCL,z-business,L2-business-documentation/feature-catalog/loadpadb-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::mnttrdb2-jcl,2,feature:MNTTRDB2.jcl,MNTTRDB2.jcl,z-business,L2-business-documentation/feature-catalog/mnttrdb2-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::openfil-jcl,2,feature:OPENFIL.jcl,OPENFIL.jcl,z-business,L2-business-documentation/feature-catalog/openfil-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::posttran-jcl,2,feature:POSTTRAN.jcl,POSTTRAN.jcl,z-business,L2-business-documentation/feature-catalog/posttran-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::prtcatbl-jcl,2,feature:PRTCATBL.jcl,PRTCATBL.jcl,z-business,L2-business-documentation/feature-catalog/prtcatbl-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::racfcmds-jcl,2,feature:RACFCMDS.jcl,RACFCMDS.jcl,z-business,L2-business-documentation/feature-catalog/racfcmds-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::readacct-jcl,2,feature:READACCT.jcl,READACCT.jcl,z-business,L2-business-documentation/feature-catalog/readacct-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::readcard-jcl,2,feature:READCARD.jcl,READCARD.jcl,z-business,L2-business-documentation/feature-catalog/readcard-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::readcust-jcl,2,feature:READCUST.jcl,READCUST.jcl,z-business,L2-business-documentation/feature-catalog/readcust-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::readxref-jcl,2,feature:READXREF.jcl,READXREF.jcl,z-business,L2-business-documentation/feature-catalog/readxref-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::reproc-prc,2,feature:REPROC.prc,REPROC.prc,z-business,L2-business-documentation/feature-catalog/reproc-prc.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::reprtest-jcl,2,feature:REPRTEST.jcl,REPRTEST.jcl,z-business,L2-business-documentation/feature-catalog/reprtest-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::reptfile-jcl,2,feature:REPTFILE.jcl,REPTFILE.jcl,z-business,L2-business-documentation/feature-catalog/reptfile-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::sorttest-jcl,2,feature:SORTTEST.jcl,SORTTEST.jcl,z-business,L2-business-documentation/feature-catalog/sorttest-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::synpays,2,feature:SYNPAYS,SYNPAYS,z-business,L2-business-documentation/feature-catalog/synpays.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::tcatbalf-jcl,2,feature:TCATBALF.jcl,TCATBALF.jcl,z-business,L2-business-documentation/feature-catalog/tcatbalf-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::tranbkp-jcl,2,feature:TRANBKP.jcl,TRANBKP.jcl,z-business,L2-business-documentation/feature-catalog/tranbkp-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::trancatg-jcl,2,feature:TRANCATG.jcl,TRANCATG.jcl,z-business,L2-business-documentation/feature-catalog/trancatg-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::tranextr-jcl,2,feature:TRANEXTR.jcl,TRANEXTR.jcl,z-business,L2-business-documentation/feature-catalog/tranextr-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::tranfile-jcl,2,feature:TRANFILE.jcl,TRANFILE.jcl,z-business,L2-business-documentation/feature-catalog/tranfile-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
feature_catalog::tranidx-jcl,2,feature:TRANIDX.jcl,TRANIDX.jcl,z-business,L2-business-documentation/feature-catalog/tranidx-jcl.md,Y,Y,Y,N,batch-1,2026-08-25,"1 grounded, 7 unavailable, family B-bold"
